Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File	Specie ID	Original Index	offset	review	type	Reason
366	Spectrogram 1	1	504.810666667	504.960000000	1851.562	2789.062	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2063	480	0		
367	Spectrogram 1	1	505.386666667	505.674666667	1664.062	2695.312	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2064	480	0		
368	Spectrogram 1	1	505.888000000	506.144000000	2015.625	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2067	480	0		
369	Spectrogram 1	1	506.421333333	506.592000000	1898.438	2835.938	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2069	480	0		
370	Spectrogram 1	1	507.349333333	507.530666667	1992.188	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2074	480	0		
371	Spectrogram 1	1	507.808000000	507.946666667	1875.000	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2075	480	0		
372	Spectrogram 1	1	508.341333333	508.522666667	1851.562	2789.062	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2076	480	0		
373	Spectrogram 1	1	508.842666667	508.992000000	1945.312	2789.062	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2082	480	0		
374	Spectrogram 1	1	509.962666667	510.112000000	2015.625	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2092	480	0		
375	Spectrogram 1	1	510.602666667	510.880000000	1710.938	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2099	480	0		
376	Spectrogram 1	1	511.136000000	511.296000000	1664.062	2765.625	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2102	480	0		
377	Spectrogram 1	1	512.416000000	512.597333333	1921.875	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2106	480	0		
378	Spectrogram 1	1	516.213333333	516.394666667	1945.312	2648.438	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2110	480	0		
379	Spectrogram 1	1	516.650666667	516.821333333	1921.875	2882.812	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2111	480	0		
380	Spectrogram 1	1	518.208000000	518.496000000	2015.625	2765.625	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2115	480	0		
381	Spectrogram 1	1	518.698666667	518.837333333	1664.062	2765.625	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2116	480	0		
382	Spectrogram 1	1	520.512000000	520.618666667	2039.062	2648.438	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2121	480	0		
383	Spectrogram 1	1	520.949333333	521.141333333	1968.750	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2122	480	0		
384	Spectrogram 1	1	522.058666667	522.186666667	1945.312	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2125	480	0		
385	Spectrogram 1	1	523.370666667	523.552000000	1664.062	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2128	480	0		
386	Spectrogram 1	1	525.130666667	525.322666667	1757.812	2765.625	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2133	480	0		
387	Spectrogram 1	1	525.706666667	525.920000000	1781.250	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2134	480	0		
388	Spectrogram 1	1	527.456000000	527.616000000	1710.938	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2144	480	0		
389	Spectrogram 1	1	528.213333333	528.341333333	2039.062	2695.312	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2147	480	0		
390	Spectrogram 1	1	528.757333333	528.906666667	2039.062	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2150	480	0		
391	Spectrogram 1	1	529.226666667	529.344000000	1945.312	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2151	480	0		
392	Spectrogram 1	1	530.282666667	530.442666667	1898.438	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2155	480	0		
393	Spectrogram 1	1	530.826666667	531.008000000	1921.875	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2156	480	0		
394	Spectrogram 1	1	531.328000000	531.530666667	1710.938	2789.062	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2158	480	0		
395	Spectrogram 1	1	531.957333333	532.074666667	1992.188	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2160	480	0		
396	Spectrogram 1	1	533.749333333	533.920000000	1992.188	2765.625	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2165	480	0		
397	Spectrogram 1	1	534.624000000	534.773333333	1945.312	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2167	480	0		
398	Spectrogram 1	1	535.658666667	535.818666667	1921.875	2718.750	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2169	480	0		
399	Spectrogram 1	1	536.192000000	536.341333333	1945.312	2812.500	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2170	480	0		
400	Spectrogram 1	1	536.757333333	536.928000000	1687.500	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2172	480	0		
401	Spectrogram 1	1	537.258666667	537.653333333	1687.500	2765.625	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2173	480	0		
402	Spectrogram 1	1	538.773333333	538.922666667	1851.562	2742.188	SMA03247_20210603_181000.wav	Leptodactylus_fuscus	2178	480	0		
519	Spectrogram 1	1	1363.701333333	1364.117333333	2085.938	2648.438	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4613	1320	0		
520	Spectrogram 1	1	1364.512000000	1364.842666667	2132.812	2671.875	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4615	1320	0		
521	Spectrogram 1	1	1365.376000000	1365.504000000	2109.375	2953.125	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4619	1320	0		
524	Spectrogram 1	1	1372.512000000	1372.714666667	1875.000	2531.250	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4637	1320	0		
525	Spectrogram 1	1	1372.938666667	1373.120000000	1640.625	2601.562	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4639	1320	0		
526	Spectrogram 1	1	1373.429333333	1373.728000000	1593.750	2671.875	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4642	1320	0		
527	Spectrogram 1	1	1374.154666667	1374.474666667	1664.062	2625.000	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4644	1320	0		
528	Spectrogram 1	1	1374.645333333	1374.880000000	1593.750	2531.250	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4646	1320	0		
529	Spectrogram 1	1	1376.224000000	1376.373333333	2062.500	2695.312	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4652	1320	0		
530	Spectrogram 1	1	1376.480000000	1376.757333333	2015.625	2671.875	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4653	1320	0		
531	Spectrogram 1	1	1376.874666667	1377.066666667	1875.000	2695.312	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4655	1320	0		
532	Spectrogram 1	1	1377.365333333	1377.493333333	2015.625	2648.438	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4657	1320	0		
533	Spectrogram 1	1	1377.760000000	1377.973333333	1570.312	2671.875	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4659	1320	0		
534	Spectrogram 1	1	1378.378666667	1378.506666667	1945.312	2812.500	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4661	1320	0		
535	Spectrogram 1	1	1378.805333333	1378.997333333	1992.188	2835.938	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4662	1320	0		
536	Spectrogram 1	1	1379.264000000	1379.584000000	1757.812	2718.750	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4663	1320	0		
537	Spectrogram 1	1	1379.669333333	1379.989333333	1617.188	2789.062	SMA03126_20210609_182000.wav	Leptodactylus_fuscus	4665	1320	0		
552	Spectrogram 1	1	1500.010666667	1500.181333333	3984.375	4757.812	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4944	1500	0		
553	Spectrogram 1	1	1500.896000000	1501.109333333	3750.000	4617.188	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4945	1500	0		
554	Spectrogram 1	1	1502.261333333	1502.677333333	3750.000	4828.125	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4948	1500	0		
555	Spectrogram 1	1	1503.061333333	1503.296000000	3703.125	4804.688	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4950	1500	0		
556	Spectrogram 1	1	1504.650666667	1505.077333333	3773.438	5296.875	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4955	1500	0		
557	Spectrogram 1	1	1505.525333333	1505.888000000	3632.812	4781.250	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4956	1500	0		
559	Spectrogram 1	1	1507.114666667	1507.381333333	3867.188	4875.000	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4960	1500	0		
560	Spectrogram 1	1	1507.637333333	1507.861333333	3750.000	4687.500	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4962	1500	0		
561	Spectrogram 1	1	1509.120000000	1509.354666667	3867.188	4781.250	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4967	1500	0		
562	Spectrogram 1	1	1509.792000000	1510.026666667	3750.000	4640.625	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4968	1500	0		
563	Spectrogram 1	1	1511.264000000	1511.488000000	4031.250	4781.250	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4971	1500	0		
564	Spectrogram 1	1	1511.936000000	1512.160000000	3703.125	4710.938	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4972	1500	0		
565	Spectrogram 1	1	1513.546666667	1513.792000000	3984.375	4734.375	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4976	1500	0		
566	Spectrogram 1	1	1514.176000000	1514.400000000	3773.438	4734.375	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4978	1500	0		
567	Spectrogram 1	1	1515.712000000	1516.000000000	3843.750	4804.688	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4979	1500	0		
568	Spectrogram 1	1	1516.576000000	1516.789333333	3750.000	4687.500	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4982	1500	0		
569	Spectrogram 1	1	1517.973333333	1518.218666667	3984.375	4804.688	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4985	1500	0		
570	Spectrogram 1	1	1518.805333333	1519.061333333	3703.125	4640.625	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4988	1500	0		
571	Spectrogram 1	1	1520.106666667	1520.352000000	3960.938	4734.375	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	4993	1500	0		
573	Spectrogram 1	1	1522.762666667	1523.157333333	3937.500	4898.438	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5002	1500	0		
574	Spectrogram 1	1	1524.832000000	1525.034666667	10054.688	11906.250	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5008	1500	0		
575	Spectrogram 1	1	1524.832000000	1525.301333333	3867.188	4898.438	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5010	1500	0		
576	Spectrogram 1	1	1526.080000000	1526.400000000	3750.000	4640.625	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5012	1500	0		
578	Spectrogram 1	1	1528.298666667	1528.554666667	3750.000	4687.500	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5020	1500	0		
579	Spectrogram 1	1	1529.525333333	1530.037333333	3960.938	4828.125	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5024	1500	0		
581	Spectrogram 1	1	1532.821333333	1533.269333333	3703.125	5320.312	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5033	1500	0		
582	Spectrogram 1	1	1533.600000000	1534.197333333	3960.938	5343.750	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5035	1500	0		
584	Spectrogram 1	1	1535.957333333	1536.405333333	3726.562	5390.625	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5042	1500	0		
585	Spectrogram 1	1	1537.973333333	1538.218666667	3914.062	4804.688	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5048	1500	0		
587	Spectrogram 1	1	1542.325333333	1542.581333333	3960.938	4781.250	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5059	1500	0		
590	Spectrogram 1	1	1550.773333333	1551.050666667	3773.438	4921.875	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5079	1500	0		
592	Spectrogram 1	1	1555.242666667	1555.594666667	3820.312	4757.812	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5088	1500	0		
594	Spectrogram 1	1	1557.365333333	1557.696000000	3867.188	4781.250	SMA03320_20210319_171000.wav	Leptodactylus_fuscus	5096	1500	0		
626	Spectrogram 1	1	1740.501333333	1740.789333333	1687.500	3070.312	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5456	1740	0		
627	Spectrogram 1	1	1742.773333333	1742.997333333	1664.062	2718.750	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5473	1740	0		
628	Spectrogram 1	1	1756.352000000	1756.608000000	1734.375	3140.625	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5541	1740	0		
629	Spectrogram 1	1	1761.205333333	1761.344000000	1828.125	2765.625	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5556	1740	0		
631	Spectrogram 1	1	1762.272000000	1762.410666667	1710.938	2367.188	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5561	1740	0		
633	Spectrogram 1	1	1764.672000000	1764.800000000	2414.062	2882.812	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5569	1740	0		
634	Spectrogram 1	1	1765.205333333	1765.365333333	2273.438	2835.938	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5570	1740	0		
635	Spectrogram 1	1	1765.781333333	1765.898666667	2343.750	2835.938	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5571	1740	0		
636	Spectrogram 1	1	1766.272000000	1766.400000000	2343.750	2835.938	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5572	1740	0		
637	Spectrogram 1	1	1773.141333333	1773.376000000	1804.688	3281.250	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5585	1740	0		
638	Spectrogram 1	1	1773.792000000	1773.962666667	2507.812	2812.500	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5587	1740	0		
639	Spectrogram 1	1	1774.304000000	1774.474666667	2531.250	2882.812	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5589	1740	0		
640	Spectrogram 1	1	1775.136000000	1775.285333333	1687.500	2718.750	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5593	1740	0		
641	Spectrogram 1	1	1775.712000000	1775.861333333	1828.125	2695.312	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5596	1740	0		
642	Spectrogram 1	1	1776.053333333	1776.469333333	1664.062	2718.750	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5598	1740	0		
643	Spectrogram 1	1	1776.586666667	1777.205333333	1640.625	2812.500	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5600	1740	0		
644	Spectrogram 1	1	1777.205333333	1777.856000000	1242.188	2859.375	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5605	1740	0		
645	Spectrogram 1	1	1783.765333333	1784.149333333	1007.812	2765.625	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5632	1740	0		
646	Spectrogram 1	1	1786.314666667	1786.517333333	1734.375	2859.375	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5640	1740	0		
647	Spectrogram 1	1	1786.880000000	1787.050666667	1687.500	2765.625	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5644	1740	0		
648	Spectrogram 1	1	1788.768000000	1788.981333333	1664.062	2859.375	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5654	1740	0		
649	Spectrogram 1	1	1790.890666667	1791.157333333	1335.938	2835.938	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5660	1740	0		
650	Spectrogram 1	1	1792.416000000	1792.576000000	1593.750	2531.250	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5665	1740	0		
651	Spectrogram 1	1	1792.917333333	1793.322666667	1570.312	2859.375	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5667	1740	0		
652	Spectrogram 1	1	1794.912000000	1795.093333333	1734.375	2882.812	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5672	1740	0		
653	Spectrogram 1	1	1795.178666667	1795.306666667	1945.312	2742.188	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5673	1740	0		
654	Spectrogram 1	1	1795.424000000	1795.626666667	1664.062	3093.750	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5676	1740	0		
656	Spectrogram 1	1	1798.037333333	1798.229333333	1640.625	2648.438	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	5688	1740	0		
749	Spectrogram 1	1	1980.032000000	1980.266666667	1570.312	2812.500	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6136	1980	0		
750	Spectrogram 1	1	1980.522666667	1980.917333333	1570.312	2742.188	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6137	1980	0		
751	Spectrogram 1	1	1981.397333333	1981.706666667	1664.062	2789.062	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6141	1980	0		
752	Spectrogram 1	1	1982.026666667	1982.325333333	1593.750	2789.062	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6145	1980	0		
753	Spectrogram 1	1	1982.570666667	1982.730666667	1734.375	2625.000	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6148	1980	0		
754	Spectrogram 1	1	1982.986666667	1983.338666667	1734.375	2789.062	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6150	1980	0		
755	Spectrogram 1	1	1983.744000000	1983.893333333	1734.375	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6155	1980	0		
756	Spectrogram 1	1	1983.925333333	1984.149333333	1664.062	2718.750	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6156	1980	0		
757	Spectrogram 1	1	1984.330666667	1984.661333333	1617.188	2671.875	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6157	1980	0		
758	Spectrogram 1	1	1984.885333333	1985.066666667	1687.500	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6162	1980	0		
759	Spectrogram 1	1	1985.269333333	1985.664000000	1710.938	2789.062	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6163	1980	0		
760	Spectrogram 1	1	1985.984000000	1986.325333333	1640.625	2742.188	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6167	1980	0		
761	Spectrogram 1	1	1986.485333333	1986.688000000	1757.812	2671.875	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6170	1980	0		
762	Spectrogram 1	1	1986.890666667	1987.050666667	1687.500	2625.000	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6174	1980	0		
763	Spectrogram 1	1	1987.434666667	1987.690666667	1617.188	2648.438	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6177	1980	0		
764	Spectrogram 1	1	1988.021333333	1988.181333333	1757.812	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6181	1980	0		
765	Spectrogram 1	1	1988.352000000	1988.565333333	1757.812	2742.188	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6183	1980	0		
766	Spectrogram 1	1	1988.650666667	1988.800000000	1757.812	2578.125	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6184	1980	0		
767	Spectrogram 1	1	1989.162666667	1989.546666667	937.500	2695.312	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6188	1980	0		
768	Spectrogram 1	1	1989.941333333	1990.101333330	1710.938	2578.125	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6191	1980	0		
769	Spectrogram 1	1	1990.229333330	1990.634666670	1570.312	2718.750	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6195	1980	0		
770	Spectrogram 1	1	1990.762666670	1990.986666670	1664.062	2765.625	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6197	1980	0		
771	Spectrogram 1	1	1991.210666670	1991.424000000	1265.625	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6201	1980	0		
772	Spectrogram 1	1	1991.850666670	1992.042666670	1687.500	2578.125	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6205	1980	0		
773	Spectrogram 1	1	1992.416000000	1992.629333330	1710.938	2625.000	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6208	1980	0		
774	Spectrogram 1	1	1993.045333330	1993.205333330	1804.688	2625.000	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6212	1980	0		
775	Spectrogram 1	1	1993.664000000	1993.866666670	1617.188	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6217	1980	0		
776	Spectrogram 1	1	1994.122666670	1994.453333330	1757.812	3210.938	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6220	1980	0		
777	Spectrogram 1	1	1994.474666670	1994.784000000	1734.375	3257.812	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6221	1980	0		
778	Spectrogram 1	1	1994.901333330	1995.082666670	1664.062	2578.125	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6222	1980	0		
779	Spectrogram 1	1	1995.498666670	1995.797333330	1500.000	2578.125	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6225	1980	0		
780	Spectrogram 1	1	1996.362666670	1996.586666670	1593.750	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6227	1980	0		
781	Spectrogram 1	1	1996.906666670	1997.301333330	1687.500	2648.438	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6231	1980	0		
782	Spectrogram 1	1	1997.536000000	1997.696000000	1687.500	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6235	1980	0		
783	Spectrogram 1	1	1998.048000000	1998.218666670	1640.625	2578.125	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6238	1980	0		
784	Spectrogram 1	1	1998.528000000	1998.698666670	1664.062	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6241	1980	0		
785	Spectrogram 1	1	1999.456000000	1999.616000000	1640.625	2648.438	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6245	1980	0		
786	Spectrogram 1	1	1999.968000000	2000.138666670	1664.062	2625.000	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6247	1980	0		
788	Spectrogram 1	1	2001.045333330	2001.205333330	1664.062	2554.688	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6250	1980	0		
790	Spectrogram 1	1	2001.610666670	2001.770666670	1570.312	2531.250	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6255	1980	0		
791	Spectrogram 1	1	2001.888000000	2002.037333330	1851.562	2507.812	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6256	1980	0		
792	Spectrogram 1	1	2002.186666670	2002.368000000	1687.500	2554.688	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6257	1980	0		
793	Spectrogram 1	1	2002.528000000	2002.848000000	1687.500	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6260	1980	0		
794	Spectrogram 1	1	2003.733333330	2004.021333330	1593.750	2671.875	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6264	1980	0		
795	Spectrogram 1	1	2004.117333330	2004.256000000	1734.375	2531.250	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6268	1980	0		
796	Spectrogram 1	1	2004.384000000	2004.800000000	1593.750	2695.312	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6269	1980	0		
797	Spectrogram 1	1	2004.917333330	2005.205333330	1570.312	2648.438	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6271	1980	0		
798	Spectrogram 1	1	2005.397333330	2005.813333330	1664.062	2671.875	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6275	1980	0		
799	Spectrogram 1	1	2006.122666670	2006.346666670	1617.188	2648.438	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6278	1980	0		
800	Spectrogram 1	1	2006.794666670	2006.933333330	1734.375	2484.375	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6281	1980	0		
801	Spectrogram 1	1	2007.434666670	2007.573333330	1734.375	2531.250	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6283	1980	0		
802	Spectrogram 1	1	2008.042666670	2008.213333330	1687.500	2531.250	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6287	1980	0		
803	Spectrogram 1	1	2009.280000000	2009.450666670	1734.375	2671.875	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6290	1980	0		
805	Spectrogram 1	1	2010.528000000	2010.816000000	1523.438	2625.000	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6297	1980	0		
806	Spectrogram 1	1	2011.072000000	2011.264000000	1734.375	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6299	1980	0		
807	Spectrogram 1	1	2011.466666670	2011.701333330	1664.062	2648.438	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6300	1980	0		
808	Spectrogram 1	1	2011.754666670	2011.925333330	1734.375	2625.000	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6303	1980	0		
809	Spectrogram 1	1	2012.021333330	2012.288000000	1640.625	2695.312	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6305	1980	0		
810	Spectrogram 1	1	2012.597333330	2012.906666670	1617.188	2671.875	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6309	1980	0		
811	Spectrogram 1	1	2013.162666670	2013.408000000	1523.438	2718.750	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6311	1980	0		
812	Spectrogram 1	1	2013.600000000	2014.005333330	1078.125	2812.500	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6312	1980	0		
813	Spectrogram 1	1	2014.346666670	2014.666666670	1570.312	2789.062	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6316	1980	0		
814	Spectrogram 1	1	2014.997333330	2015.477333330	1570.312	2812.500	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6318	1980	0		
815	Spectrogram 1	1	2015.562666670	2016.021333330	1570.312	2812.500	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6323	1980	0		
816	Spectrogram 1	1	2016.192000000	2016.384000000	1640.625	2578.125	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6324	1980	0		
817	Spectrogram 1	1	2016.458666670	2016.874666670	1664.062	2859.375	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6327	1980	0		
818	Spectrogram 1	1	2017.226666670	2017.632000000	1593.750	3281.250	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6328	1980	0		
819	Spectrogram 1	1	2017.781333330	2018.069333330	1640.625	2765.625	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6332	1980	0		
820	Spectrogram 1	1	2018.389333330	2019.349333330	1570.312	2789.062	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6335	1980	0		
821	Spectrogram 1	1	2019.413333330	2019.552000000	1804.688	2578.125	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6340	1980	0		
822	Spectrogram 1	1	2019.605333330	2019.914666670	1570.312	2812.500	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6341	1980	0		
823	Spectrogram 1	1	2019.968000000	2020.128000000	1593.750	2601.562	SMA03320_20210319_183000.wav	Leptodactylus_fuscus	6342	1980	0		
